City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Shache,69,CN,1659271091,16,38.4167,77.2406,91.2,4.7
Noyabrsk,0,RU,1659271092,44,63.1994,75.4507,64.17,18.23
Port Blair,40,IN,1659270930,83,11.6667,92.75,82.44,10.36
São Gabriel da Cachoeira,0,BR,1659271092,94,-0.1303,-67.0892,76.8,2.3
Chingirlau,65,KZ,1659271093,37,51.095,54.0814,81.39,4.16
Severo-Yeniseyskiy,72,RU,1659271093,68,60.3725,93.0408,69.87,2.8
Bambous Virieux,40,MU,1659271094,68,-20.3428,57.7575,74.21,21.85
Katangli,93,RU,1659271095,92,51.7102,143.2326,50.79,10.29
Srandakan,100,ID,1659271095,85,-7.9386,110.2506,74.37,6.53
Gamba,99,GA,1659271096,69,-2.65,10.0,78.3,9.78
Satuk,0,TR,1659271096,42,41.2263,32.3836,78.58,7.7
Halifax,0,CA,1659270827,81,44.6453,-63.5724,72.68,6.91
Davidson,0,US,1659271097,84,36.1501,-86.7833,76.71,8.99
São José,3,BR,1659270943,51,-28.2333,-49.1667,59.43,2.17
Pyn U Lwin,99,MM,1659271097,95,22.0333,96.4667,68.31,1.99
Saint-Philippe,44,RE,1659271098,77,-21.3585,55.7679,76.59,14.92
Taoudenni,3,ML,1659271099,13,22.6783,-3.9836,112.15,11.07
Bulgan,2,MN,1659271099,61,48.8125,103.5347,64.11,2.89
Flin Flon,75,CA,1659271099,94,54.7682,-101.865,55.24,0.0
Touros,23,BR,1659271100,72,-5.1989,-35.4608,81.75,13.42
Krasnosel'kup,62,RU,1659271100,53,65.7,82.4667,58.6,19.48
Bubaque,8,GW,1659271101,79,11.2833,-15.8333,79.41,13.15
Yei,65,SS,1659271101,68,4.095,30.6779,78.03,4.7
Meulaboh,97,ID,1659271101,83,4.1363,96.1285,79.38,5.23
Fortuna,100,US,1659271102,90,40.5982,-124.1573,59.34,0.34
Paraúna,0,BR,1659271102,32,-16.9478,-50.4486,79.36,6.11
Aswān,27,EG,1659271103,8,24.0934,32.907,106.65,13.44
Morón,100,AR,1659271103,79,-34.6534,-58.6198,58.96,3.58
Metro,11,ID,1659271104,89,-5.1131,105.3067,76.37,5.39
Maumere,83,ID,1659271104,80,-8.6199,122.2111,76.93,6.04
Mozelos,0,PT,1659271105,18,41.8677,-8.3978,102.24,5.93
Whitecourt,75,CA,1659271105,100,54.1502,-115.6855,58.24,6.91
Emba,56,KZ,1659271106,36,48.8264,58.1442,79.92,7.94
Kulhudhuffushi,100,MV,1659271106,81,6.6221,73.07,79.74,20.74
Hobyo,8,SO,1659271106,64,5.3505,48.5268,80.83,31.18
Kamaishi,12,JP,1659271107,83,39.2667,141.8833,76.41,3.69
Zhangye,100,CN,1659271107,46,38.9342,100.4517,78.94,4.92
Honningsvåg,100,NO,1659271108,87,70.9821,25.9704,53.35,4.61
Jatibarang,0,ID,1659271108,80,-6.4747,108.3153,77.59,6.02
Moose Factory,100,CA,1659271109,94,51.2585,-80.6094,55.4,11.5
Esim,100,GH,1659271110,77,4.8699,-2.2405,76.21,11.07
Houma,0,US,1659270936,94,29.5958,-90.7195,79.0,0.0
Khandyga,48,RU,1659271111,82,62.6667,135.6,66.42,4.9
Coquimbo,100,CL,1659271111,76,-29.9533,-71.3436,55.13,3.44
Royal Palm Beach,75,US,1659271112,81,26.7084,-80.2306,86.0,11.5
São João da Barra,0,BR,1659271091,59,-21.6403,-41.0511,69.89,5.53
Sandy Point,98,AU,1659271112,85,-38.8167,146.1,49.75,16.42
Aljezur,4,PT,1659271113,48,37.3191,-8.8033,84.65,5.7
Presidente Médici,0,BR,1659271113,32,-11.1753,-61.9014,82.58,2.71
Impfondo,68,CG,1659271114,41,1.6381,18.0667,89.96,4.09
Beloha,30,MG,1659271114,50,-25.1667,45.05,78.82,11.07
Oskarshamn,1,SE,1659271115,49,57.2645,16.4484,74.98,11.48
Cherskiy,46,RU,1659271115,57,68.75,161.3,55.33,9.93
Aloleng,100,PH,1659271115,84,16.1307,119.7824,80.62,9.8
Nyandoma,10,RU,1659271116,60,61.669,40.1991,66.67,4.0
Mujiayingzi,0,CN,1659271117,67,42.1167,118.7833,75.99,6.15
Khasan,100,RU,1659271117,98,42.4308,130.6434,72.88,5.88
Kiunga,35,PG,1659271118,99,-6.1219,141.2906,73.69,3.62
Nowy Dwór Gdański,100,PL,1659271118,78,54.2131,19.1177,71.98,11.61
Cascais,0,PT,1659271119,48,38.6979,-9.4215,94.35,5.75
Isangel,100,VU,1659271119,94,-19.55,169.2667,69.91,1.14
Laas,89,IT,1659271120,47,46.6166,10.7002,80.69,4.12
Mountain Home,0,US,1659270863,39,43.133,-115.6912,63.88,8.05
Honiara,1,SB,1659271120,87,-9.4333,159.95,77.34,7.7
Kaduna,100,NG,1659271121,64,10.5222,7.4383,80.24,6.96
Bathsheba,40,BB,1659271121,90,13.2167,-59.5167,83.05,23.02
Eydhafushi,100,MV,1659271122,82,5.1033,73.0708,79.3,26.78
Radomir,80,BG,1659271123,36,42.5444,22.9578,83.05,9.51
Itoman,75,JP,1659271123,94,26.1247,127.6694,81.37,24.16
Santa Cruz de la Sierra,20,BO,1659271102,64,-17.8,-63.1667,69.85,16.11
Tasiilaq,37,GL,1659271124,58,65.6145,-37.6368,46.56,3.78
Beli Potok,71,RS,1659271124,37,44.7061,20.5197,84.15,14.97
Kingman,0,US,1659271125,71,35.1894,-114.053,78.28,9.22
Sitka,100,US,1659271126,94,57.0531,-135.33,57.09,9.22
São Miguel do Araguaia,7,BR,1659271126,21,-13.275,-50.1628,87.17,4.76
Pangody,0,RU,1659271127,44,65.85,74.4859,63.73,15.95
Mareeba,12,AU,1659271127,98,-17.0,145.4333,64.49,2.21
Carutapera,49,BR,1659271128,70,-1.195,-46.02,84.24,8.77
Omboué,83,GA,1659271128,67,-1.5746,9.2618,79.52,9.48
Garoowe,80,SO,1659271128,29,8.4054,48.4845,92.23,24.05
Porto Santo,40,PT,1659271129,64,33.072,-16.3415,75.58,13.8
Henties Bay,3,NA,1659271129,72,-22.116,14.2845,57.09,13.31
Passo de Camaragibe,14,BR,1659271130,84,-9.2368,-35.4901,81.95,7.52
Yantal',30,RU,1659271130,97,56.8471,105.2542,61.88,3.65
Linxia Chengguanzhen,71,CN,1659271131,66,35.6003,103.2064,71.83,10.18
Ambilobe,27,MG,1659271131,44,-13.2,49.05,84.11,1.77
The Pas,0,CA,1659271131,88,53.8251,-101.2541,59.02,3.44
Sabha,96,LY,1659271132,15,27.0377,14.4283,98.96,10.18
Itaituba,75,BR,1659271132,89,-4.2761,-55.9836,78.96,5.75
Lødingen,22,NO,1659271133,58,68.414,15.9951,71.74,10.74
Rocha,100,UY,1659271133,71,-34.4833,-54.3333,54.91,1.86
Alta Floresta,6,BR,1659271135,68,-9.8756,-56.0861,71.42,2.3
Dibulla,13,CO,1659271135,72,11.2725,-73.3091,82.06,11.39
Khovd,100,MN,1659271136,31,48.0056,91.6419,77.76,1.97
Mastic Beach,0,US,1659271017,69,40.7668,-72.8521,79.05,6.91
Nanortalik,94,GL,1659271136,77,60.1432,-45.2371,48.45,7.18
Kenai,0,US,1659270920,95,60.5544,-151.2583,56.08,4.61
Vanderhoof,44,CA,1659271137,75,54.0166,-124.0198,62.06,3.98
Kuna,0,US,1659271138,47,43.4918,-116.4201,76.78,12.66
Lumby,0,CA,1659271138,73,50.2498,-118.969,64.36,10.36
Erenhot,95,CN,1659271138,21,43.6475,111.9767,86.23,8.08
Hirado,100,JP,1659271139,76,33.3597,129.5531,87.39,19.17
Chapais,96,CA,1659271139,73,49.7834,-74.8492,64.18,9.8
Flinders,100,AU,1659271140,69,-34.5833,150.8552,58.37,8.01
Huilong,0,CN,1659271140,91,31.8111,121.655,80.08,7.36
Itupiranga,21,BR,1659271141,63,-5.1347,-49.3267,82.72,4.05
Mandalgovi,13,MN,1659271141,29,45.7625,106.2708,76.28,11.65
Erzin,0,TR,1659271142,58,36.9559,36.2,88.18,10.96
Vila Velha,0,BR,1659271142,60,-20.3297,-40.2925,73.35,9.22
Hanna,91,CA,1659271143,93,51.6334,-111.9018,61.86,6.15
Perth,70,AU,1659271007,82,-31.9333,115.8333,57.09,8.79
Mount Gambier,100,AU,1659271143,93,-37.8333,140.7667,46.24,9.33
Aksarka,10,RU,1659271144,44,66.5606,67.7975,67.15,9.98
Leuchars,100,GB,1659271144,67,56.3817,-2.8825,61.95,10.36
Florence,40,IT,1659270911,26,43.7667,11.25,98.69,5.75
Oskaloosa,75,US,1659271145,100,41.2964,-92.6444,67.98,3.44
Sémbé,100,CG,1659271145,64,1.6481,14.5806,81.5,2.1
Puerto Baquerizo Moreno,86,EC,1659271146,85,-0.9,-89.6,70.0,10.54
Lowestoft,77,GB,1659271146,81,52.4752,1.7516,73.94,15.28
Vestmanna,21,FO,1659271147,82,62.1564,-7.1664,50.18,20.92
Cabo San Lucas,0,MX,1659271147,65,22.8909,-109.9124,83.52,3.44
Vao,96,NC,1659271148,76,-22.6667,167.4833,68.83,23.69
Sur,73,OM,1659271148,50,22.5667,59.5289,94.86,9.31
Saint-Joseph,33,RE,1659271149,74,-21.3667,55.6167,75.58,12.59
Nizhnyaya Salda,75,RU,1659271149,76,58.0776,60.7202,67.42,7.78
Sliven,43,BG,1659271150,35,42.6858,26.3292,86.36,7.07
Saint-François,0,FR,1659270967,33,46.4154,3.9054,87.24,8.05
La Rioja,0,ES,1659271095,39,42.25,-2.5,76.78,7.67
Los Llanos de Aridane,20,ES,1659271151,83,28.6585,-17.9182,74.95,14.97
Yarmouth,0,US,1659271151,68,41.7057,-70.2286,78.15,5.75
Kilindoni,0,TZ,1659271152,74,-7.9139,39.6668,76.73,11.83
Iquitos,75,PE,1659271152,100,-3.7481,-73.2472,73.44,0.0
Itarema,47,BR,1659270927,64,-2.9248,-39.9167,85.08,14.65
Novobessergenevka,44,RU,1659271153,35,47.1847,38.8462,91.8,5.66
Jaicós,31,BR,1659271153,43,-7.3592,-41.1378,88.9,5.39
Guaraniaçu,0,BR,1659271154,38,-25.1008,-52.8781,60.84,3.29
Constantine,0,DZ,1659271155,28,36.365,6.6147,96.21,6.91
Kangaatsiaq,20,GL,1659271155,92,68.3065,-53.4641,42.12,6.78
Mbandaka,83,CD,1659271156,43,0.0487,18.2603,87.66,3.89
Suvorovskaya,2,RU,1659271156,29,44.1942,42.6539,93.49,11.68
Don Luan,100,VN,1659271157,92,11.5333,106.9167,77.72,1.72
Quesnel,100,CA,1659271157,88,52.9999,-122.5029,61.3,0.0
Neuquén,0,AR,1659271156,100,-38.9516,-68.0591,30.09,0.0
Mitú,94,CO,1659271158,90,1.1983,-70.1733,75.31,0.76
Kushiro,100,JP,1659271042,84,42.975,144.3747,67.48,13.56
Dingle,100,PH,1659271158,89,10.9995,122.6711,77.76,4.09
Medford,35,US,1659270997,73,42.3265,-122.8756,73.58,1.25
Storforshei,75,NO,1659271160,56,66.4043,14.5233,67.78,9.22
Caucayá,89,CO,1659271161,87,-0.1934,-74.7819,75.02,1.21
Latung,100,PH,1659271161,78,5.5,120.8833,82.8,18.21
Lompoc,0,US,1659271161,95,34.6391,-120.4579,65.01,0.0
Miraflores,59,MX,1659271162,92,19.2167,-98.8083,57.97,2.3
Saint Simons,0,US,1659271162,83,31.1352,-81.3901,80.65,9.22
Nabire,100,ID,1659271163,86,-3.3667,135.4833,78.1,2.91
Santa Cruz del Sur,40,CU,1659271163,82,20.7147,-77.9956,80.91,15.01
Quatre Cocos,52,MU,1659271164,71,-20.2078,57.7625,74.08,18.1
Mala Bilozerka,1,UA,1659271164,22,47.2474,34.9346,94.03,11.14
Olinda,40,BR,1659271164,74,-8.0089,-34.8553,80.33,11.5
Makassar,20,ID,1659271165,100,-5.14,119.4221,77.05,3.44
Port Hedland,27,AU,1659271165,60,-20.3167,118.5667,72.28,2.68
Ojinaga,0,MX,1659271166,41,29.5667,-104.4167,80.42,5.75
Sola,84,VU,1659271166,94,-13.8833,167.55,79.47,5.75
Kjøllefjord,100,NO,1659271167,94,70.9457,27.3465,55.22,4.61
Port Lincoln,7,AU,1659271167,74,-34.7333,135.8667,51.57,10.38
Hulyaypole,25,UA,1659271168,25,47.6653,36.2578,93.25,8.93
Tirumakūdal Narsipur,100,IN,1659271168,68,12.21,76.9064,83.64,3.33
Praia da Vitória,20,PT,1659271169,73,38.7333,-27.0667,79.75,7.92
Ust-Kuyga,100,RU,1659271169,69,70.0167,135.6,69.22,5.82
Bonthe,100,SL,1659271170,69,7.5264,-12.505,79.5,10.47
Jardim,0,BR,1659271170,37,-21.4803,-56.1381,74.53,4.97
Shimoda,18,JP,1659271170,88,34.6667,138.95,82.11,10.56
Amga,79,RU,1659271171,69,60.8953,131.9608,68.92,4.07
Rusnė,100,LT,1659271172,91,55.2964,21.3758,57.74,13.18
Manadhoo,100,MV,1659271172,83,5.7667,73.3833,79.29,20.42
Ayorou,25,NE,1659271172,25,14.7308,0.9174,101.28,7.36
Koson,0,UZ,1659271173,17,39.0375,65.585,95.32,20.27
Jämsä,72,FI,1659271173,55,61.8642,25.19,69.15,2.17
Atar,23,MR,1659271174,41,20.5169,-13.0499,94.19,6.85
Mangla,94,PK,1659271174,59,31.8931,72.3817,91.92,9.22
Magadan,100,RU,1659271174,90,59.5667,150.8,54.54,6.04
Karasburg,0,NA,1659271175,30,-28.0167,18.75,57.15,12.62
Marquette,34,US,1659271175,75,46.5333,-87.6335,67.77,8.34
Trat,100,TH,1659270925,87,12.5,102.5,89.13,3.49
Abu Kamal,0,SY,1659271176,9,34.4506,40.9171,109.02,10.8
Les Cayes,10,HT,1659271176,61,18.2,-73.75,85.17,5.59
Champerico,71,GT,1659271177,86,14.3,-91.9167,75.74,4.83
Kralendijk,40,BQ,1659271177,74,12.15,-68.2667,84.18,19.57
Oussouye,78,SN,1659271178,78,12.485,-16.5469,78.89,14.58
San Cristobal,66,VE,1659271178,76,7.7669,-72.225,73.58,4.76
Ambovombe,5,MG,1659271179,64,-25.1667,46.0833,74.26,10.0
Hirara,100,JP,1659271179,76,24.8,125.2833,84.47,22.73
Cartagena del Chairá,87,CO,1659271179,88,1.3349,-74.8429,74.8,2.24
Arrondissement de Saint-Denis,20,FR,1659271180,55,48.9167,2.3333,86.34,11.5
Okhotsk,100,RU,1659271180,93,59.3833,143.3,57.31,7.23
Narsaq,82,GL,1659271181,77,60.9167,-46.05,48.42,2.91
Dębica,100,PL,1659271181,92,50.0515,21.4114,68.5,14.56
Chernyshevskiy,17,RU,1659271182,79,63.0128,112.4714,64.11,4.03
Malbork,100,PL,1659271112,85,54.0359,19.0266,71.87,10.11
Bogo,100,PH,1659271182,82,11.0517,124.0055,80.82,7.87
Kirakira,19,SB,1659271183,84,-10.4544,161.9205,78.89,9.66
Awjilah,0,LY,1659271183,16,29.1081,21.2869,100.89,12.73
Gizo Government Station,3,SB,1659271184,75,-8.103,156.8419,82.4,13.04
Bilma,67,NE,1659271185,24,18.6853,12.9164,100.96,7.58
Sinnamary,35,GF,1659271185,78,5.3833,-52.95,81.9,6.26
Fereydūnkenār,25,IR,1659271186,64,36.6864,52.5225,82.78,8.7
Karpogory,78,RU,1659271186,54,64.0019,44.4451,72.36,6.24
Sisimiut,91,GL,1659271187,92,66.9395,-53.6735,43.23,12.57
Chumikan,93,RU,1659271187,98,54.7183,135.315,54.03,8.37
Pevek,3,RU,1659271187,63,69.7008,170.3133,47.26,7.47
Pervomayskiy,100,RU,1659271188,35,53.2485,40.2871,75.94,8.93
Waipawa,9,NZ,1659271188,85,-41.4122,175.5153,38.21,5.3
Manokwari,100,ID,1659271189,69,-0.8667,134.0833,79.65,4.21
Camacha,40,PT,1659271189,64,33.0833,-16.3333,72.82,13.8
Bārmer,100,IN,1659270893,61,25.75,71.3833,87.91,17.69
Kot Kapūra,100,IN,1659271190,84,30.5833,74.9,82.11,7.05
Maināguri,100,IN,1659271190,95,26.5667,88.8167,77.14,5.77
Vilyuysk,100,RU,1659271191,81,63.7553,121.6247,66.04,2.82
Buchanan,92,LR,1659271191,74,5.8808,-10.0467,77.65,8.34
La Palma,100,US,1659271191,87,33.8464,-118.0467,74.97,3.44
Koslan,85,RU,1659271192,33,63.4564,48.8989,81.19,5.03
Barentu,99,ER,1659271192,69,15.1139,37.5928,77.7,13.78
Mahon,20,ES,1659271193,35,39.8885,4.2658,90.16,9.22
Yuanping,0,CN,1659271194,69,38.7153,112.7575,74.82,1.43
Klyuchi,94,RU,1659271194,51,52.2667,79.1667,76.06,5.3
Montrose,22,US,1659271194,84,38.4166,-108.2673,50.45,2.62
Abhā,40,SA,1659270958,61,18.2164,42.5053,76.82,11.5
Marshall,85,US,1659270952,93,34.3834,-86.3333,76.08,6.38
Yamethin,97,MM,1659271195,74,20.4333,96.15,81.88,6.49
Banjar,75,ID,1659271196,90,-8.19,114.9675,75.15,1.74
Tamworth,90,GB,1659271196,71,52.634,-1.6959,74.82,5.99
Alihe,17,CN,1659271196,95,50.5667,123.7167,63.97,2.64
Kumluca,0,TR,1659271197,48,36.3703,30.2869,90.95,8.16
Anshun,0,CN,1659270981,90,26.25,105.9333,66.81,5.03
Province of Mantua,0,IT,1659271198,47,45.1667,10.7833,94.08,3.0
Opuwo,0,NA,1659271199,16,-18.0607,13.84,78.3,13.35
Krasnystaw,100,PL,1659271036,62,50.9846,23.1742,71.8,7.94
Rundu,9,NA,1659271200,11,-17.9333,19.7667,85.15,5.37
Puerto Cabezas,40,NI,1659271201,83,14.0351,-83.3888,82.36,6.91
Yaan,65,NG,1659271201,77,7.3833,8.5667,80.62,8.84
Yangi Marg`ilon,100,UZ,1659271201,19,40.4272,71.7189,92.12,23.02
Lac du Bonnet,100,CA,1659271202,95,50.2536,-96.0612,65.12,1.45
Nikel,66,RU,1659271202,69,69.4128,30.222,59.18,4.52
Palauig,100,PH,1659271203,81,15.435,119.9045,80.58,7.72
Bougouni,61,ML,1659271203,62,11.417,-7.479,85.28,4.54
Alyangula,100,AU,1659271204,83,-13.8483,136.4192,69.33,7.05
Ramos Arizpe,0,MX,1659271205,45,25.55,-100.9667,67.95,0.0
Jiaozuo,0,CN,1659271205,76,35.2397,113.2331,81.21,6.55
Obo,83,CF,1659271205,90,5.3998,26.4869,72.81,7.07
Palmer,20,US,1659271206,80,42.1584,-72.3287,76.5,0.0
Zhigansk,99,RU,1659271206,77,66.7697,123.3711,65.8,9.84
Huarmey,65,PE,1659271207,83,-10.0681,-78.1522,62.51,6.24
Kevsala,73,RU,1659271207,22,45.7983,42.6903,97.12,11.48
Saint-Augustin,20,CA,1659271208,65,51.226,-58.6502,70.86,13.96
Ucluelet,0,CA,1659271208,91,48.9329,-125.5528,56.08,2.77
Mizdah,0,LY,1659271209,12,31.4451,12.9801,99.21,11.41
Chūru,97,IN,1659271209,55,28.3,74.95,90.72,12.77
Chicama,74,PE,1659271209,86,-7.8447,-79.1469,59.54,2.13
Gouyave,75,GD,1659271210,88,12.1646,-61.7296,75.97,17.27
Soavinandriana,16,MG,1659271210,28,-19.1667,46.7333,72.46,4.47
Lumeje,0,AO,1659271211,12,-11.55,20.7833,87.91,2.8
Legnica,0,PL,1659271211,29,51.2101,16.1619,81.05,13.91
Ossora,38,RU,1659271211,86,59.2353,163.0719,49.8,4.29
Newton,0,US,1659271177,63,42.337,-71.2092,78.44,9.22
Vostok,100,RU,1659271212,93,46.4856,135.8833,65.66,3.58
Peniche,7,PT,1659271212,72,39.3558,-9.3811,96.08,8.3
Kamiiso,100,JP,1659271213,93,41.8167,140.65,74.41,4.72
Caravelas,82,BR,1659271214,89,-17.7125,-39.2481,72.59,9.69
Katsuura,77,JP,1659271214,87,35.1333,140.3,80.58,11.48
Pedernales,100,DO,1659271215,61,18.0384,-71.744,86.11,2.62
Zhovti Vody,5,UA,1659271215,20,48.3473,33.5003,88.25,11.7
Zhezkazgan,75,KZ,1659271216,32,47.8043,67.7144,82.38,11.18
Benguela,2,AO,1659271216,65,-12.5763,13.4055,73.33,10.6
Walla Walla,0,US,1659271217,37,46.0646,-118.343,84.04,4.61
Roebourne,22,AU,1659271217,59,-20.7833,117.1333,71.51,4.94
Elmadağ,0,TR,1659271217,18,39.9208,33.2308,89.73,4.52
Manta,100,EC,1659271218,88,-0.95,-80.7333,71.38,8.05
Salta,0,AR,1659271218,93,-24.7859,-65.4117,41.59,4.61
Araouane,26,ML,1659271219,28,18.9048,-3.5265,100.24,9.93
Pizarro,100,CO,1659271219,88,4.9533,-77.366,77.9,5.95
Bella Union,0,UY,1659271219,74,-30.2752,-57.6007,54.55,5.77
Bikin,7,RU,1659271220,94,46.8161,134.26,71.08,3.0
Poya,31,NC,1659271220,87,-21.35,165.15,65.14,8.86
Verkhnyaya Maksakovka,75,RU,1659271221,88,61.635,50.9674,66.22,6.71
Poum,99,NC,1659271221,74,-20.2333,164.0167,71.55,8.9
Finschhafen,93,PG,1659271222,80,-6.6024,147.8681,79.3,6.46
Shebunino,7,RU,1659271222,90,46.4339,141.8603,59.4,6.58
Orangeburg,0,US,1659271223,94,33.4918,-80.8557,78.94,4.0
Majene,100,ID,1659271223,88,-3.5403,118.9707,77.76,6.15
Kunmadaras,100,HU,1659271223,54,47.4333,20.8,72.86,13.87
Karratha,23,AU,1659271224,59,-20.7377,116.8463,72.05,5.84
Port Shepstone,99,ZA,1659271224,57,-30.7414,30.455,62.92,21.59
Walvis Bay,100,NA,1659271225,72,-22.9575,14.5053,58.15,9.22
